Offensive_Untargetede	Lighta adanga maaru bgm maathiri theriyuthu
Offensive_Untargetede	Sema...last dialogue awesome....sanda pottu edukku saaganum...neenga daa diwali hit tu..
Offensive_Targeted_Insult_Other	Nice  But pesura dialogue onnum puriyala romba unnipa ketka vendieruku... Music over loaded
Not_offensive	BGM asusual therikka vitaru Sam cs
Not_offensive	Entha Diwali  Kaithi Diwali
Offensive_Targeted_Insult_Individual	Trailer nalla dhan iruku, theva illama en #BIGIL kooda clash-u.
Offensive_Targeted_Insult_Individual	Bigil kuda realsee panatha da unga padam odathu
Not_offensive	Waiting for lokesh kanakaraj  Thalapathy 64 Thalapathy 🥰 makkal selvam  2020 summer boxoffice
Offensive_Targeted_Insult_Individual	Indha padathoda trailer eh indha level la irukkunna apa thalapathy 64 padathoda trailer
Not_offensive	Screenplay vera level laaa iruku.... Waiting to saw ..
Not_offensive	Thalapathy 64 Director Lokesh Kanagaraj Like Pannunga Actor Karthi Like Fans
Offensive_Untargetede	Commercial kuppai igil Ku thriller story Kaithi eh paakalam
Offensive_Targeted_Insult_Individual	Kaithi trailer ah paarthutu Thalapathy 64 ku Verithanama wait pandravanga like pannunga
Offensive_Untargetede	Dislike potavan ellam anil fans pola
Not_offensive	Next bigil movie  Ku waiting pantravanga
Offensive_Untargetede	Idhuku dislike pota naainga ratham kakki saavuvanunga....
Offensive_Targeted_Insult_Other	Ellarum kaithi =like bigil=cmt. Than soldranuga thavira oru payanum trailer pathi pesa matranuva
Not_offensive	Bigil Ku wait panravanga like podunga
Offensive_Untargetede	Kaithi verithanamlast dialogue ...saavuratha erunthalum sanda poittu saganum  sir..bayanthu  kala vilunthu saga kudathu
Offensive_Untargetede	Bigil : ivanum equalava maintain pannrana
Not_offensive	FIRST DAY FIRST SHOW FOR KAITHI MOVIE
Offensive_Untargetede	Diwaliku sambavam eruku  Like-kaithi  Cmt-bigil
Not_offensive	Trailer Vera level 🤩 🤩 🤩
Not_offensive	Padam blockbuster nu soldravanga oru like
Not_offensive	Nice attempt ... heroine illama ...
Not_offensive	Semma semma semma semma semma semma no words vera level
Offensive_Untargetede	Ithu Ena BigBoss promo va da like comment nu vilayaditu irukinga 🤣🤣
Not_offensive	Best Wishes From MAMMOOTTY FANS KERALA
Offensive_Untargetede	213 dislike idhuku enna korachal 🤷‍🤷‍🤷‍🤷‍🤷‍mass Kaidhi
Offensive_Targeted_Insult_Individual	Bigil padathuku sangu utha verila irukanda kaithi
Not_offensive	1:06 Dheena fans hit like
Not_offensive	Karthi Anna sema mass.intha diwali kaithi than first pakkanum.kola Massa iruku trailer
Offensive_Targeted_Insult_Individual	Like - Bigil Comments  - Kaithi  Deepavali2019
Not_offensive	Tharamana padam pola ....ok ...apana next lokesh movie...thalapathy 64 solave vendam...
Offensive_Targeted_Insult_Individual	Real competition Kaithi and sanga tamilan   Nega rendu perum orama poi vilaiyaduga -Bigil
Offensive_Untargetede	Trailer paithu mersal anivnga like podinga..
Not_offensive	Bangam da saami.... Vera level trailer baa..pakka mass ....bgm verithanam
Offensive_Untargetede	Dislikers please step back  2K19 #Kaithi  Diwali
Offensive_Untargetede	Deii Peasmmma Iruka bigil ku tickets illana pakalam illana tamil rocker thaa
Offensive_Targeted_Insult_Individual	Dei,bigil padathuku munnadiye release pannuga please
Offensive_Targeted_Insult_Individual	Thalapathy  fan ah slren Kandippa Bigil padathuku Competition ah irukkum
Not_offensive	Verithanam kaithi vs bigil kandippa rendum Blockbuster hit
Not_offensive	Trailer pathi edhana sollunga ya na, poll vachi nadathuranunga indha fan boys.. Like hu comment haam 🤣
Offensive_Targeted_Insult_Individual	Last dialogue bigil link agra madiri irukunu nenaikuravanga like here
Offensive_Untargetede	Trailer eh anal parukkudu Film kandippa volcano daaaa
Offensive_Untargetede	Potta thevidiya pasaga .. punda Vijay thayoli mavan 🤣
Offensive_Targeted_Insult_Group	intha diwali namma....panam ellam  padathukaa(Bigil & kaithi ) kaali aedum pola...
Offensive_Untargetede	Sanda poddu saavanum  Saavalam saavalam jamaththa
Not_offensive	thalaivan ennaikumey mass thaan kaithi vera level
Offensive_Untargetede	Sanda potu jeinga thaniya jeigathinga ... VJ sir
Offensive_Untargetede	Ipdi muttathanama padam edunga. . Urula naainga vettitu savuthunga
Not_offensive	#Suriya Anna Fans Always Support #Karthi Anna
Offensive_Targeted_Insult_Individual	Nalla irukku, but yengaa anna oda bigil kuda potti podaa konjam yosingaa paaaa
Not_offensive	Karthi Anna  # Surya Anna fans hit like
Offensive_Targeted_Insult_Other	yavanachum trailer paarthi yeppudi irukunu comment pandrangala.... like kaithi comment bigil.... pottudu irukanuga....
not-Tamil	Ayayo bigil aprm release panratha idea iruka lokesh gaaru 🤒🤒
Offensive_Untargetede	1k + comments in just 12min..
Offensive_Untargetede	When AJITH fans turn into Broker Mama for Kaidhi.....Dai Mama's Kaidhi yum Engaluku Jeikanum #THALAPATHY64
Offensive_Untargetede	Sagaratha erunthalum sanda pottu saganum sir.... Bayanthu kaal la vilunthu saga kudathu.. Kola mass Karthi veralevel
Not_offensive	Last dialogue semma  karthi Anna .... Nala panirukenga ....
Not_offensive	Ajith fans like here  Kaithi
Not_offensive	Trailer  Bgm vera level ... Padam pakkava irukapothu Diwalikulaa fdfs
Not_offensive	Waiting for kaithi, bigil and sangathamizhan most important marana waiting for Thalapathy 64 🥰🤩
Not_offensive	Sam cs BGM விக்ரம் வேதா- thananananaaa.... thanananana... கைதி- thaararaa thaararaaa
Offensive_Untargetede	Lokesh Kanagaraj fans, leave a like
Not_offensive	Trailer Semma ,  Trailer pakka vantha Thalapathy fans mattum like pottu du ponga
Offensive_Targeted_Insult_Individual	Kadasi punch bigil padathuku oda clash kaga sonna pola irunthuchu
Not_offensive	1:36 thaa Marana verithanam dawww
Offensive_Untargetede	All Karthi Anna Fans mass Diwali Nammaldhu dha otha Verithanamana sambavam iruku...
Not_offensive	Kaithi.. FDFS pakkanumnu ninaikkira fan's LIKE Podunga..
Not_offensive	Kaththi , poojai maari  Bigil , kaithi hit aagum
Not_offensive	Fdfs ku poravaga like poduga
Offensive_Targeted_Insult_Individual	Yanada....last la... Bigil ku ... Reply pana..maari irukayy 🤣🤣
Not_offensive	Verithanamana trailer aiyoo Diwali kaithi Diwali🤩🤩
Offensive_Untargetede	Asuran padam style la sollanumna.... Yennaya trailer eh ippudu irukku
Not_offensive	Dipavali vettri nayagan Thala fanzz full support for kaithi
Offensive_Untargetede	Karthi Anna fans kill like button 🤟
Not_offensive	I am thalapathy veriyan  karthi sir vera level
Offensive_Untargetede	What a stunning visuals Karthi therikka vitrukaru Lokesh kanagaraj
Not_offensive	KaithiDiwali Karthi acting veriya irukum pola
Offensive_Untargetede	savaratha iruntha kuda sanda pottu savanu sir payanthu Kalla vilunthira kudathu Karthi is back in action
Offensive_Untargetede	Omala ithula yarna bigil evana potinga sethinga
Not_offensive	Thalapathy 64 kkaa vanthu intha trailer pathavanga vijay fans like podunga .........🤞
Offensive_Untargetede	Verithanamaana sambavam waiting    na thala fan thaan but thalapathy64kaaga marana waiting
Not_offensive	suspect peru dilli. i am waiting for kaithi.
Not_offensive	Padam Blockbuster Tha kandippa, Maranaaaa waitingggggggg for Kaithiiiiiiiiiiiiiii
Not_offensive	Trenda maathungadabigil = like  Kaithi = comment
Offensive_Untargetede	Kaithi diwali  Bigilu poolu nu oorma ponga da palvadi vgay pans
Not_offensive	Lokesh kanagaraj movie naalae.... English Rap....Song vandurum
